"item_id","week","profit"
195,20,0
142,5,6938.38193949931
143,23,0
188,19,0
17,23,3317.50062536855
158,2,0
9,40,15779.2698457332
25,13,1670.03947439739
184,35,5328.39403029751
113,10,1653.3600756071
63,51,8571.55731386854
128,16,0
67,40,9872.73738243927
143,21,0
106,8,423.048371054771
159,49,3950.75953311833
175,10,2275.63082916777
173,36,7385.81055899504
109,37,6386.17585093133
189,30,0
37,34,2331.97334785185
121,26,1186.44757470564
41,25,12290.1089074351
131,3,2288.57087954854
110,46,5402.23559324344
41,28,18101.2199344493
68,23,1212.79556083085
28,15,1601.17192557258
102,13,10636.9421680687
128,22,356.336984529647
99,21,8854.08725993369
157,35,6715.68643212855
11,47,24537.5520601244
200,50,7706.8959267026
177,21,7045.22881382621
176,3,0
56,25,0
140,14,490.425328344893
138,23,6960.57780623816
144,20,0
62,22,8772.41022676965
170,3,0
181,22,0
116,37,6131.02756870648
104,33,6520.58884554733
72,20,3797.68962791646
43,30,17943.6650811222
41,31,13355.6358800351
11,15,18620.4342864172
16,13,4276.82521604134
77,36,3651.32214962042
62,7,10250.6530160188
190,28,7787.53129507355
6,14,8733.32594346276
130,45,2911.80194265399
30,38,4115.73899516726
156,44,11605.9377629445
133,26,3967.70953963634
65,6,0
161,45,2569.4200798186
2,21,611.740738138115
82,37,15475.5022278477
138,46,6544.06644608273
18,34,2796.32648675489
177,16,9870.26271805632
1,48,17445.6564420897
6,23,14470.8200332051
148,32,2523.95421211358
14,6,14642.3512349278
140,13,0
112,47,8596.36057727832
124,12,0
153,16,7005.47456625635
162,29,5083.30646758523
2,46,3548.12136017914
144,16,0
194,51,3714.47192153077
142,43,12580.0206979143
35,32,28550.224607519
141,29,2972.61539811159
110,14,1844.65072619977
95,29,0
3,21,8382.07191110227
89,10,1926.05831185951
42,19,14293.6617271018
200,7,0
89,37,11578.259843509
62,17,11959.3798427583
17,39,4646.85424867056
132,17,0
146,22,7160.46490310207
162,39,651.354834085567
184,31,4620.15821853947
162,2,0
104,15,2891.88206275454
15,39,17102.2152520541
137,45,11397.0921495201
48,41,2911.50736557452
157,28,10105.2048646431
98,42,12594.0868479401
93,38,0
153,48,12268.6172985982
191,21,4924.55728792949
66,20,3291.29212289126
73,34,0
165,15,4765.91071505829
85,42,6968.26652552658
110,39,1959.85392728603
26,46,2713.40690030179
65,36,2083.20215329171
11,10,13367.833611178
25,52,5468.85209202964
52,17,3116.92626798765
196,27,0
99,36,7109.4145562206
76,50,12254.6967533263
10,10,2995.15385608514
156,22,7343.19762390517
183,22,12330.5967812015
167,23,6164.37143667931
49,6,0
126,32,0
15,3,5517.0754960069
105,13,0
57,12,2915.72004888056
33,49,14344.8845781438
64,23,1391.63005717594
108,36,7192.80552870569
147,1,12624.6130231404
44,8,8764.72787955375
162,45,1439.16935944795
119,45,1102.16158707501
132,36,900.948420564556
158,21,0
167,24,8714.80463831566
134,9,0
160,23,0
88,6,0
90,29,609.007204752956
86,47,16913.5237148811
19,18,11875.5880472958
50,28,438.822964807978
70,12,7312.50011959808
116,43,7357.96943558299
138,19,6248.63261956668
79,45,5059.73411193973
14,22,10016.7207593503
180,2,2416.1713372046
93,21,0
172,21,1765.95548432866
182,1,3884.07707885993
140,38,2975.53221636297
102,21,2871.18094887487
46,20,2337.13284783079
120,25,0
104,34,11552.706077001
65,37,740.121140230753
129,30,0
198,12,0
82,34,9794.99328097351
112,15,2476.37570849909
86,26,8576.10920185875
90,21,0
120,12,0
45,2,926.639757733101
16,52,14947.624806325
106,33,628.355998612212
48,52,6909.77818562066
28,8,3303.74372203342
149,2,0
91,9,12284.6127718075
171,48,10524.6562549581
15,51,11409.9592098012
8,12,3838.67810505279
70,10,2102.55832346719
111,28,3788.80029470909
41,6,3900.74380625741
70,43,8920.15020565694
162,25,4903.13879330868
137,22,2864.62721596972
151,9,6001.21974356843
74,31,15648.7538154459
65,19,0
62,34,11217.1190796728
6,1,10343.3542883322
175,39,7521.97384708544
86,11,10411.6883542427
193,47,3153.00833620026
137,21,7567.10898032009
22,46,6275.63986350582
28,35,3360.34073050701
61,33,11443.0626220752
107,13,0
175,11,0
113,6,1001.30549747012
144,12,0
185,26,0
160,39,0
50,5,239.260250320198
162,8,81.101123582437
158,48,1512.06947360218
161,20,2146.03037366606
187,40,18117.3939868211
130,38,4764.5502658383
74,37,16598.8494944645
180,14,4498.32837209927
135,44,5250.95245258368
15,12,3112.60033949623
185,9,0
144,19,0
73,51,3174.08151961883
184,47,7606.03097362815
103,15,7230.20763577037
64,39,3237.82556648508
30,20,2939.60072553327
119,26,1747.56563686552
14,32,11415.7557833282
196,46,0
108,24,5204.28677870567
127,35,0
172,44,10462.8112455621
57,17,1120.21095361428
76,29,4119.18146580149
111,50,15921.611914526
181,38,290.22986076905
19,20,4705.451309099
134,35,3670.07679846006
35,15,20862.8584651654
121,39,5755.85523353627
49,7,0
80,16,0
161,29,730.04119143711
26,40,2420.08963320051
19,51,12469.0117317998
190,20,5664.43458576922
6,8,7177.14267036633
60,33,30.1344272266292
59,9,14367.2774966315
158,11,0
198,40,0
65,42,0
83,44,8329.33813880746
166,45,0
44,14,10430.4240461762
140,3,0
79,21,2618.70957266353
60,42,2915.78837419764
47,51,6868.74751039222
190,17,10026.0596764823
195,23,6162.25210215193
194,22,3007.24759848544
164,31,2027.27521858217
185,11,0
23,42,2923.41870364339
151,51,5369.9478036686
85,9,5715.3115789425
56,52,2792.81813134436
41,8,13344.8950597883
161,39,1638.67066308379
34,19,4399.65699566067
12,4,1362.61803083583
111,41,19139.8940152599
132,3,0
196,38,0
109,14,71.1583535598841
154,4,4529.24478714769
93,51,0
182,48,13721.9440544807
117,42,0
164,9,0
42,44,14961.8139283982
15,1,11185.6173782237
162,26,1749.38116255138
38,8,6969.44408197683
193,16,2534.76160562378
20,13,4671.12128345106
65,16,1116.4361499719
31,13,6845.67497080394
56,4,0
50,10,0
63,35,6660.06937078602
126,50,0
71,35,5368.22196223465
131,23,13163.2969105323
171,6,1290.88406770629
170,18,15103.3753102032
23,8,3870.45344965998
81,9,0
121,30,1728.77021959611
13,4,7441.80689255006
118,6,13502.1544328188
122,41,7247.49381983493
13,25,6856.6057826745
28,21,2026.87655173226
18,13,2847.93318237315
106,36,8385.31247776399
113,34,6178.35431530074
108,12,3366.9785647272
102,7,8911.28282923485
43,39,24790.8538247267
80,18,0
54,33,0
160,22,34.2312653370393
182,50,7442.75459672861
38,26,9249.67342671395
8,16,3984.52614739518
72,24,4248.85182941173
197,34,4116.39407407336
47,14,4940.43491595673
73,25,1038.09217279383
72,5,0
86,52,13092.4023483329
110,28,3615.96166950004
182,49,10456.7863759899
73,14,0
115,20,0
37,22,1431.37399154219
64,52,8269.02627143957
73,23,994.984584666981
28,26,4607.5131444512
168,49,4335.3482831771
106,27,0
97,5,6334.35758984666
125,47,0
63,4,0
1,46,9284.43809898893
88,49,1478.53501274906
194,46,6099.08873984452
137,18,1885.7904238058
101,41,2708.10352402529
153,23,5004.76492197624
49,11,0
80,42,763.785048116525
75,3,1772.35890988539
169,37,0
76,4,4511.7201771461
28,36,5873.28221300393
70,5,4435.02898564804
119,31,3362.55576609932
147,29,9554.57724940081
85,45,12599.9065538573
173,34,923.001716074655
110,4,964.527858981844
11,42,18277.7071946311
164,11,0
115,12,0
67,23,6170.49557949988
197,13,5065.6145710416
108,16,3889.8471509906
62,8,5668.22968528098
82,11,9845.07278980606
135,42,13353.9703735341
105,21,0
8,33,3217.38903329297
27,52,11308.3963631618
36,23,1262.32404230429
37,52,7342.833962244
125,24,0
197,17,5606.06836592238
166,4,0
114,42,23571.3227999376
149,16,5890.10582669031
133,49,13464.7823250231
182,16,2858.46004236317
35,41,26906.535398203
168,35,2454.97011407188
61,20,13645.8418052989
40,32,3388.85243556797
75,2,4668.21272256721
41,45,16530.5682335316
199,20,2139.96743146823
161,35,1418.19108943814
20,4,7262.44237252573
196,34,0
66,36,11037.0411554711
100,40,2231.63955189844
42,34,13277.9404889182
149,41,6117.20883580835
95,6,0
79,42,7278.19415239192
75,38,8831.3872552824
163,30,14241.4924810307
120,16,0
165,24,9934.52757018926
92,8,5013.5734107944
65,12,877.832056910514
116,45,7584.97106472616
15,2,8338.64777281452
189,12,0
150,48,19051.4408467491
148,21,0
156,26,8287.41641611909
167,12,0
158,47,95.8109055255231
198,41,103.241217312962
25,38,1593.53287539983
73,12,2293.67136991781
180,49,5936.69099186265
116,31,4875.98104363542
81,2,0
40,36,3548.20625411021
96,14,556.998216616452
26,43,3914.9975731129
137,5,4534.89767248009
36,38,4051.90970460736
38,36,18773.6689560436
53,17,0
109,16,7163.49097255702
143,37,0
82,52,13076.6518328358
119,24,4256.96347501443
17,35,4049.12142776281
156,13,1030.40232622286
80,17,0
15,34,13051.1276578913
175,33,6646.4037355469
29,48,4369.65362491987
163,18,11793.1975559532
71,7,8560.09928347806
75,25,10980.2462799077
180,50,10107.9793906859
62,11,11288.2707853221
51,52,0
22,17,5674.25315208264
25,14,261.647294292162
77,9,0
94,42,2292.87333664417
149,52,10895.6622081147
1,6,2838.81142876089
54,21,0
12,1,0
33,11,7864.60555147302
159,50,2181.70800832667
141,19,1630.41748499245
134,49,4505.38485385664
194,12,8365.93804183356
14,40,12336.3171123525
157,51,9439.63203778558
196,25,0
127,26,0
131,43,8477.95689700233
181,31,2139.10607990397
92,3,0
96,50,3660.16496653987
95,38,1761.57947412416
139,28,0
89,32,15519.9004375557
80,31,0
60,15,0
86,25,12427.180282918
47,16,11928.5201071512
41,24,16778.6893549159
161,15,0
77,3,0
159,31,2576.57566974446
55,52,0
14,11,11961.0871038787
11,35,12749.3952490593
71,41,12889.8505210093
102,22,7174.91548817749
190,34,8299.50390190054
129,5,0
195,2,1529.78998864904
54,19,1365.72603632723
181,20,3570.6137262325
24,10,9109.72921976806
96,15,0
52,46,14135.8999001652
175,29,1522.8044767307
57,13,417.521841155632
36,15,780.17283750381
197,21,6243.38565524426
52,36,11564.1117652676
92,24,7358.26622510451
129,18,0
53,4,0
54,46,1697.65407087484
5,52,22391.8310716851
122,39,1530.78721019445
150,24,14394.1737644045
21,47,16078.4608279492
100,34,1824.37153410952
58,7,4097.7965310037
44,47,11973.4011714693
12,23,1035.04120414342
81,30,0
32,26,6378.32220193495
92,41,6015.75559199316
23,9,2580.74139940888
98,13,5922.62265898846
113,51,13799.0441479072
50,4,0
94,4,0
183,47,20914.4218099648
134,6,3085.63444056155
148,27,0
144,34,848.654580632089
172,35,4197.22238844833
31,38,12904.4817706826
95,1,1495.15069963372
144,48,2297.46175909598
200,13,0
104,24,10000.0753768578
17,25,3474.95308893774
155,15,5824.16979979888
171,5,0
163,26,12653.7238236684
88,29,0
148,39,473.422180281692
51,1,271.587783477357
1,45,13334.8935542863
43,23,21897.2251497151
1,39,12154.5909302967
78,49,14398.8499082419
174,23,8071.13674245601
38,47,16217.6623139174
145,21,5741.96284515047
143,24,68.3128061668747
64,29,1957.69823331651
104,25,5132.48839625889
165,35,7598.7256375149
154,12,16057.6043826991
183,28,3810.72873575897
132,27,0
25,12,3122.9302640439
200,6,1699.23983762296
48,12,2454.5898641749
167,30,4722.53859306487
120,31,0
134,33,0
79,37,4165.21014251965
148,46,4081.87359022738
83,34,15234.7267539967
90,25,478.26113629625
51,41,2663.86054670888
135,39,17458.9637902749
28,42,6179.39401218569
157,48,12616.2894984718
155,2,1477.72230321371
73,4,1403.86836654003
72,9,0
88,22,1358.17243261281
49,46,0
68,42,6863.76325035057
80,35,0
143,27,0
196,52,112.2843711034
41,43,15949.5457112073
39,49,5854.5719982623
104,35,6700.57323659532
98,27,1401.64961072203
5,37,14491.1284137038
112,14,7105.76738365671
3,15,14097.7037788299
83,13,7045.69327549336
65,3,0
58,36,10022.1401826577
90,43,1216.92832732149
7,38,19343.7373214179
106,28,2674.69412212424
64,38,6319.3113713333
144,11,0
151,30,6169.29683848175
189,24,0
37,47,4824.85385040121
80,30,33.2833992521057
19,49,19711.8210362589
121,24,7602.04114883395
54,25,1931.50759541105
162,50,4655.18268218828
47,29,4401.83828100852
61,51,15265.9372880719
7,20,6499.95313803191
17,46,3266.82495977115
46,38,3472.91271269604
164,22,4194.33376859267
120,30,0
110,36,9274.75277976271
23,36,599.903182290744
112,25,4723.05029576233
109,7,2467.67217478654
132,25,0
129,10,0
21,50,12121.957827357
65,21,0
200,46,6969.07042063393
149,6,0
94,1,0
16,51,10469.1248959975
170,51,7110.14913478889
43,48,31301.0429719712
14,21,5600.57533936159
154,24,18502.6108212292
76,22,7475.04521125712
49,5,0
90,10,0
196,32,0
124,41,260.901003510856
80,5,0
69,47,3622.71517247587
191,52,5709.08384662428
32,32,6918.5783107666
14,29,15237.049086447
66,4,1395.14789165112
85,21,8198.74501732537
51,15,1321.49425974429
169,51,533.062087644584
12,19,762.648744381692
158,40,0
98,46,6414.77934413294
99,22,13428.3431956308
15,31,15853.5534083322
197,33,8474.4291399194
173,13,1517.22067095455
132,33,0
187,13,3414.43732576768
69,32,4556.68865026316
37,35,4036.74897349851
137,10,686.081438202751
123,43,3639.63817543753
65,34,0
76,1,0
130,11,5068.9951011399
80,10,0
38,32,10125.8586446511
191,14,8042.22707511793
14,31,14847.9232890429
86,22,8113.94770764511
110,52,6016.08885335018
15,19,7126.92943708012
185,25,0
189,23,0
21,51,17280.9467074963
165,21,5438.32030326563
149,23,3580.75970523846
148,17,0
143,43,0
137,51,12730.5124841045
67,46,6265.54836369859
67,14,3004.24391905952
162,28,1967.30394684226
147,15,17064.7856335863
33,37,12435.6296337632
95,19,0
130,3,0
158,28,0
199,25,16390.3585351932
84,37,4526.04014851432
73,33,1545.46876952954
60,1,0
91,21,6687.52059308352
85,47,12909.2105612058
189,27,0
28,22,4488.01281144747
31,11,6169.65261744271
146,49,16631.008974697
147,30,13530.3105252612
111,37,9620.81034471822
29,4,2122.98170593051
92,47,7076.803231726
128,15,0
159,33,2625.61335457016
111,33,17240.2328769721
117,37,909.071037129831
18,16,1897.87772538348
28,50,6760.22571597147
149,15,2719.1527523853
193,11,0
60,22,1381.83785783145
9,34,7074.31912551314
144,41,0
196,40,0
11,46,19061.5200836649
5,34,9143.92731676602
198,38,0
174,49,12141.0129004088
84,26,6578.26085375793
174,38,6526.08142760709
22,24,8692.54741868893
79,41,10013.5303945891
195,37,2201.66955999037
173,50,2873.79856026359
46,31,4282.73025951941
69,13,478.269094308452
41,50,12343.5717578602
183,31,18652.1308325613
200,22,3582.50062305736
184,25,3169.58448504762
197,52,15867.3472144003
33,42,9343.24376007713
119,3,0
174,19,7085.11105281408
5,45,15578.5582309272
105,17,0
84,36,8787.72022469295
153,10,0
157,24,9095.58098652519
31,34,12280.2308749465
29,21,1668.44264606986
192,20,7919.01253480548
117,6,0
72,46,7679.2956066667
198,46,0
2,14,1574.24199615386
194,25,6973.95147911068
171,12,0
33,43,13801.7538361363
121,52,10506.6303958539
21,31,13297.4558376228
107,11,0
72,28,5138.89551166098
54,17,1354.41651022436
198,21,0
48,13,0
95,39,3242.74669090232
185,2,0
118,41,15487.0755196908
97,39,12124.1468645301
140,45,1051.00957029455
181,3,0
84,46,10288.6334107052
186,20,7076.71991058419
4,19,1139.68783823344
147,31,19297.0564678214
110,23,5967.29521291932
199,32,22882.4059220037
199,49,21845.3716743632
85,31,9364.07392589517
112,24,9149.96001132521
71,9,8738.67869280142
91,16,18309.5843629632
16,26,10550.1844174414
41,16,15131.4438690273
23,35,1622.06640311849
194,43,9384.04982865144
188,3,0
28,43,4017.37547820002
99,41,22476.2881569071
165,22,1424.62392920039
123,29,2129.32505062006
72,45,4040.7786007255
43,41,25881.6930815527
170,44,10297.6085887929
17,48,7197.35246873384
24,6,7993.9447394038
93,14,0
128,10,0
24,51,12353.6967648201
142,20,5171.1701831578
1,19,8790.02454395852
114,4,5157.24789223913
197,36,13395.8722613586
199,26,12398.92628944
2,4,1105.46483557904
99,3,5618.84734090397
168,45,3693.54049244817
118,4,5005.70785450413
137,2,0
106,18,6445.84070181294
74,52,14793.2526806615
137,4,8554.73811879655
66,8,1949.39608903042
92,34,8866.2026273072
25,6,0
179,11,0
3,12,3365.21659705916
199,37,10264.9351424516
126,21,0
8,40,6397.38707208605
162,31,4886.82295520763
177,23,7184.77168385308
179,12,0
8,17,1808.52432683027
7,13,10015.6116200319
3,5,5668.13878669849
93,47,0
57,52,6038.82196402433
133,52,19104.701105894
41,39,15104.6578039874
62,52,14753.3052600155
55,33,1737.47350845122
186,2,3594.93258888487
25,26,915.959502923735
85,48,17037.2747628589
102,51,8285.55307310181
5,23,11577.5267380691
51,46,1578.15650418029
191,29,5920.85475211481
92,18,6637.0193803493
132,42,1615.89344447749
122,40,4548.17399027143
134,37,3723.84435851035
123,10,2846.00153530618
53,34,0
24,35,9285.51182680538
4,37,2378.06558473035
57,50,1659.40614135286
156,24,7144.93312260451
119,5,0
192,9,646.621541502745
13,50,6814.7556442797
101,11,296.031243263772
132,10,0
6,21,5593.831374935
68,8,2292.34024491744
25,47,3529.74532156614
164,42,6703.81312762565
138,31,7770.47369567419
75,16,12718.6875932435
103,47,10189.5371003152
34,45,2668.18505911035
61,11,7120.3976221827
24,3,3191.91227455045
190,51,7112.07104067577
181,45,3301.83940427472
10,6,6703.55671328446
193,17,200.567375346753
188,34,3942.81215153627
146,30,18445.8742660268
42,11,12873.1937430381
112,39,7268.59846904817
28,7,907.449449301818
181,36,4766.47276435918
161,2,0
156,47,7105.82783727995
163,11,5866.71261342087
199,4,0
62,45,8328.42809975682
16,49,10017.5994486064
124,10,0
13,48,12386.7151550768
121,29,4504.40995833464
71,52,4626.83148995051
61,38,7673.76629062154
145,46,5920.36423447279
16,11,3734.49806524212
153,28,9200.62893498811
120,34,0
66,3,0
162,30,7208.30162382643
26,35,3481.04822348266
79,13,1803.98999961486
122,2,225.987326187543
60,30,1834.96347584148
136,22,0
7,47,25654.2261165157
62,43,17943.6677581681
103,8,8647.35517174108
102,4,4405.10278192947
17,51,5262.83689461978
193,1,0
133,25,8961.3660256466
138,32,4638.66838584277
94,51,0
155,35,2566.0628060423
103,14,4123.65605064018
40,51,2893.6394067183
90,49,1459.49765642805
167,33,7572.69792969275
187,31,12316.3897579575
179,36,0
61,52,20821.0245563211
128,46,2230.15298503841
113,26,4578.19112209443
8,50,7016.78972600751
63,30,8931.71603302994
171,7,4350.84542810821
173,26,147.960241762088
181,33,2356.50182705259
85,22,3646.31802020001
148,52,4521.05704525465
115,18,2418.83641853932
67,16,7491.66872936698
38,46,12613.6474125647
55,39,2349.77882026838
45,32,9882.74000052999
60,16,497.614758738421
62,21,3945.37411728037
166,5,245.639161244288
165,43,8538.05861155354
136,45,0
185,20,0
7,33,23091.0218057701
175,30,3989.65073961557
122,16,1824.03894416624
68,25,1680.48978140132
195,22,3551.80225637892
192,4,4209.30287906612
88,42,2968.91606974944
114,11,12039.0549015144
189,31,0
192,3,0
19,35,10063.7773075166
129,48,6172.60260090106
79,27,3401.60849400453
23,6,1375.83119671643
80,15,0
12,32,3078.93870939136
154,22,8004.2655842458
138,24,10152.7932440956
35,37,14785.2044607843
103,34,6484.13325366444
193,22,0
26,50,2934.34800867864
88,11,0
47,1,6390.72602973188
150,3,0
47,2,3676.44337840624
84,12,4504.33927914628
87,30,13985.1982809831
99,2,9582.81374443911
191,34,10491.2951049833
11,9,17285.2448383222
41,12,15243.2314150738
169,28,666.637678963977
83,32,25525.6665192444
157,12,7659.4017723839
141,31,3242.70614169494
57,10,0
23,7,2489.06830619778
70,31,7284.91394439326
97,50,9961.3659610437
171,52,1259.65128588123
187,19,4100.50385073959
83,47,23489.486424853
139,43,2166.20256308581
23,20,0
23,48,5074.48548126703
10,20,3822.87393523143
140,18,898.449776616774
144,45,0
12,47,2612.81223138614
118,34,9515.23291659565
70,41,8220.72204548908
188,6,410.568333740753
63,41,14763.2448848733
95,3,0
11,36,8836.45961758733
188,26,2726.43027862254
183,29,9041.9260058824
34,5,3263.01820468767
84,32,7866.38511979843
16,47,9903.11027986792
179,48,4446.41793640243
137,30,4523.83807201463
26,33,856.553898616731
87,33,18864.4637560337
87,13,6179.28161282795
155,38,5326.18344611237
98,28,4513.51853515392
188,48,5118.58205729214
116,15,2072.8416568633
80,26,0
65,13,0
21,43,15261.1811265665
170,20,5742.16595051946
85,29,9070.8710109664
97,41,13174.1677179221
39,4,0
136,46,0
80,48,1223.48491205776
2,13,2901.5493546861
126,48,1815.25063286415
24,31,8386.08064688053
32,11,1903.81894596438
21,16,15786.8356806846
67,4,0
87,34,14402.3109202974
178,49,7176.99211706752
27,7,15916.7915244033
46,11,3208.75977433723
115,16,6036.16335057464
11,45,15006.3816800549
27,35,12483.460617616
198,24,185.88660313378
71,22,6611.42348167584
100,18,556.872120971998
186,15,1671.94959831788
84,8,4318.38557658609
18,46,3519.98906824304
117,40,2804.78738322992
66,18,8203.97775336295
159,39,3333.76108259492
186,22,7883.91505576206
168,16,3174.00350644032
84,18,5779.67200352254
179,3,0
145,32,12534.4713859048
1,14,4186.689698762
41,52,22730.7422486011
56,30,1170.67685629675
178,22,1886.68755740267
25,22,757.591002078075
19,29,9788.20005637313
43,43,16375.0286948151
134,27,0
180,13,337.091572775417
166,1,0
160,52,2672.71063895135
40,24,2883.37944415351
72,49,4463.13844096877
192,30,9333.40596720145
4,49,3230.69209877519
27,10,12684.029753368
6,34,11929.9482787646
134,23,2350.65657737145
18,52,3738.43692782617
196,36,0
195,1,3262.89696646793
93,45,0
102,42,20155.4514461513
31,5,5773.29784747124
71,49,13959.4531469537
51,43,161.795674046616
195,45,3100.52772380064
44,24,12241.3081077581
53,24,0
139,8,6098.79484068966
26,9,0
111,26,11957.432019747
170,52,11432.9877610506
200,21,346.210382040532
129,17,605.108279597627
175,23,6128.58943507976
176,51,4788.27135605336
70,30,9605.01601648214
159,25,2559.93906134385
194,45,3068.02715237529
117,44,3448.9413422417
103,30,5752.51627454009
15,29,8456.39437394066
125,30,0
124,27,0
85,17,7458.75514530175
52,51,9628.34795992661
12,42,3849.27350072265
116,22,7548.26300780481
91,50,14425.9485870972
85,1,4203.24852953855
98,43,9249.16471893352
70,32,4339.32914714351
173,19,2355.87007614598
102,46,11646.2236646371
110,15,0
166,52,1909.44251673405
110,11,4045.07946236038
49,14,0
35,3,8349.82578442522
175,28,0
154,51,9064.94408699179
22,32,5128.64205350216
54,29,1903.07440502058
21,21,11506.5879839684
83,25,19069.5624982806
24,32,12888.4604697824
141,35,3728.11901802417
172,48,10630.5732989192
83,29,10046.3750093163
52,28,10499.0746502455
38,42,19541.5662001418
128,28,680.952304017142
96,37,473.087243708675
106,40,3680.71454180717
109,46,4137.53801034491
68,39,3361.98704143434
148,50,4473.18485371438
177,38,5253.810697422
126,47,568.394776405995
16,44,13218.6335096054
94,20,0
140,35,0
140,49,1478.38032517148
15,14,9968.67321312411
115,6,1207.10374143721
59,29,8870.22337551656
141,22,0
34,46,4262.07060890985
186,8,4629.17242893421
197,45,10432.8437365117
112,9,1322.22694200366
76,46,11463.5954305372
75,34,8494.88085809203
55,30,510.9499373428
150,44,9510.9624411671
149,18,0
119,38,2106.08149036666
68,35,2838.01191296168
96,47,1264.74075848238
28,31,3005.08206493811
85,41,11724.3008780344
68,21,868.326393196726
20,8,7875.18968822841
167,34,5126.30769820451
30,45,2706.805796419
104,11,2159.38998412188
166,50,1494.8530037953
189,10,0
133,41,11652.1278044059
4,17,885.875822994636
80,8,0
17,6,297.423071115928
151,24,10287.5138030483
73,13,186.400448897393
123,37,2897.08364708637
70,46,5905.40702535292
11,39,22117.579705492
43,27,13251.7254133876
14,45,9518.64842319162
55,12,0
16,17,4865.11996197748
186,41,15648.9424059629
157,3,2321.9521481772
46,1,2533.2030233108
156,23,2652.12153255798
47,19,3065.16855409371
150,18,14104.636081271
107,18,413.601167375632
96,49,1475.40723074808
150,32,7941.91716706795
11,11,9202.81567086746
3,51,11947.1141573592
15,28,5258.5008761335
40,20,2600.14267259549
48,30,4271.64075119677
174,6,9574.34885114733
1,42,8557.32593124292
38,35,13868.2086913572
17,30,1944.11810870119
40,14,2016.58100163554
147,5,4710.7033784369
186,9,357.170321649441
