item_id,week,profit
11,30,9871.83203125
11,31,9951.443359375
11,34,9951.443359375
11,40,11357.03125
11,41,11357.03125
11,51,10834.927734375
28,17,5721.27783203125
44,17,8841.392578125
44,20,8145.0888671875
44,30,10125.8544921875
44,32,10425.1650390625
44,37,10425.1650390625
44,44,10652.099609375
12,18,6861.33203125
12,28,7027.5888671875
12,33,8595.29296875
22,18,6308.6162109375
22,21,5612.31689453125
22,33,7405.966796875
22,34,7405.966796875
22,35,7405.966796875
22,52,8512.6044921875
10,19,6893.021484375
10,36,8874.8828125
10,39,8874.8828125
10,51,9758.3671875
18,19,4487.58935546875
18,21,4487.58935546875
18,37,6149.4228515625
18,45,6319.4755859375
40,19,4025.4443359375
40,21,4025.4443359375
40,23,5631.9306640625
40,43,7012.52734375
25,20,4625.71240234375
25,48,10860.84765625
8,21,4861.70703125
8,28,5275.86474609375
8,30,6763.9541015625
17,21,4487.58935546875
17,31,6149.4228515625
16,24,8772.1748046875
16,43,9977.4921875
31,24,8930.041015625
31,36,8873.4296875
31,47,11349.91015625
31,48,13314.9140625
31,50,10566.169921875
31,51,9898.83203125
4,30,6468.201171875
4,32,6547.8125
4,35,6547.8125
34,32,8873.4296875
34,42,9976.0078125
34,50,10566.169921875
35,33,8873.4296875
35,38,8873.4296875
35,40,10420.935546875
35,42,9976.0078125
14,34,9417.6865234375
14,52,10382.40625
13,35,9417.6865234375
13,44,10021.630859375
13,51,10301.1708984375
15,38,9417.6865234375
15,43,10202.4765625
15,45,9587.7412109375
37,41,8676.62890625
39,47,8562.2998046875
56,1,-494.109375
56,34,2620.30615234375
56,41,4410.7958984375
56,47,5339.7705078125
62,1,4706.3994140625
62,19,6003.9501953125
67,1,1982.14111328125
67,13,2369.8544921875
67,29,3887.53125
67,33,5380.71875
72,1,2199.3623046875
72,29,4104.751953125
72,36,5597.939453125
72,39,5597.939453125
72,48,9750.552734375
84,1,5281.591796875
84,7,5926.7021484375
84,10,5441.1767578125
84,14,6035.9189453125
84,20,6702.2412109375
84,21,6702.2412109375
84,24,8975.3955078125
84,31,9046.7841796875
88,1,1525.9794921875
88,7,2171.08740234375
88,13,1917.0400390625
88,18,3279.6689453125
88,50,6331.7744140625
89,1,1913.833984375
89,5,1142.001953125
89,12,2304.89453125
89,44,5932.796875
89,46,6017.6806640625
92,1,2213.484375
92,7,2858.59228515625
92,9,2373.06689453125
92,10,2373.06689453125
122,1,798.16845703125
122,11,957.75048828125
122,33,4108.7685546875
122,42,5082.5205078125
122,46,4810.6884765625
122,47,6368.2880859375
122,50,5512.6376953125
50,2,-1070.94482421875
50,16,2105.5771484375
50,23,2778.9033203125
50,25,2809.275390625
50,26,2142.2294921875
50,34,3232.7939453125
50,37,3232.7939453125
60,2,1265.51953125
60,34,5853.421875
60,41,7272.1015625
83,2,5109.416015625
83,11,6458.3271484375
83,51,10800.46484375
107,2,-99.68359375
107,24,4420.177734375
107,32,4491.56640625
108,2,-99.68359375
108,11,1249.2236328125
108,25,3665.4228515625
108,30,4411.955078125
108,34,4491.56640625
108,38,4491.56640625
108,42,5465.318359375
109,2,401.15478515625
109,15,1981.54052734375
109,25,4166.26171875
109,28,3499.2177734375
109,40,6411.0849609375
112,2,3509.43359375
112,5,3926.9267578125
112,11,4858.3427734375
112,22,5905.7607421875
114,2,4441.3212890625
114,3,3730.5068359375
114,7,6275.7548828125
114,26,7539.38671875
114,35,9032.57421875
114,44,9649.609375
114,48,13185.185546875
114,50,10436.443359375
119,2,-1195.5751953125
119,18,1747.4384765625
119,21,1051.1337890625
119,32,3304.3525390625
59,3,4126.3720703125
59,4,4995.474609375
59,12,6414.224609375
59,14,6414.224609375
59,24,9079.08203125
59,26,7931.9033203125
59,35,9425.0908203125
59,41,10843.7705078125
59,42,10398.8427734375
57,4,-1525.14599609375
57,8,578.1162109375
57,23,2166.4130859375
57,36,2620.30615234375
57,51,3888.6923828125
79,4,2118.0634765625
79,43,7345.55859375
79,46,7249.5966796875
79,51,7284.20703125
79,52,7365.4423828125
99,4,1970.2265625
99,13,3392.3212890625
99,19,4058.6435546875
99,27,4909.9990234375
100,4,1439.2978515625
100,7,3115.439453125
101,4,1439.2978515625
101,15,2861.392578125
101,18,4224.0185546875
101,19,3527.71484375
101,22,3677.3310546875
101,37,5872.2578125
48,5,234.39892578125
48,20,2060.2666015625
58,5,2238.5341796875
58,9,3169.9482421875
58,14,3398.0771484375
58,21,4064.400390625
58,42,7068.498046875
104,5,1698.5
104,18,4224.0185546875
104,21,3527.71484375
121,5,26.33642578125
75,6,3794.203125
75,19,4203.1337890625
75,28,5054.4892578125
96,6,1483.81396484375
96,23,3384.1181640625
96,24,4169.2431640625
116,6,2993.728515625
116,11,2508.203125
116,42,6724.296875
78,7,3794.203125
78,16,5136.2939453125
78,19,4203.1337890625
78,47,8807.1962890625
103,7,3115.439453125
103,37,5872.2578125
103,40,7290.9375
103,49,8428.4169921875
110,7,2736.197265625
110,21,3148.47314453125
110,26,3999.828125
110,41,6911.6953125
85,8,6353.8212890625
85,15,6035.9189453125
85,18,7398.544921875
85,49,11602.9453125
85,51,9783.314453125
87,8,6996.791015625
87,10,6084.146484375
87,12,6678.888671875
87,44,10306.7900390625
87,47,11949.271484375
91,8,3285.7099609375
91,17,3967.171875
91,20,3270.87109375
93,8,1703.939453125
93,17,2385.404296875
93,18,2385.404296875
93,26,2540.455078125
93,33,4033.640625
117,8,1702.2607421875
117,12,1021.095703125
117,17,2383.72314453125
117,31,4031.9599609375
117,38,4031.9599609375
55,9,-334.52734375
55,10,-334.52734375
55,27,1529.73876953125
55,36,2620.30615234375
73,9,2358.9443359375
73,15,2587.07568359375
73,18,3949.7001953125
73,37,5597.939453125
73,39,5597.939453125
73,42,6571.69140625
73,50,7001.80859375
80,9,-273.22265625
80,27,-83.26416015625
80,37,1409.92431640625
98,9,3160.84326171875
54,10,-334.52734375
54,18,1256.23095703125
54,41,4410.7958984375
54,45,3175.26220703125
71,10,2358.9443359375
71,11,2358.9443359375
71,38,5597.939453125
74,10,3856.654296875
74,23,6239.138671875
74,29,5602.46484375
74,32,7095.65234375
74,40,8514.33203125
77,10,3308.6787109375
77,18,4899.4375
77,21,4203.1337890625
77,27,5054.4892578125
94,10,791.29638671875
94,14,1022.7744140625
94,17,2385.404296875
94,22,1838.712890625
94,28,2540.455078125
94,33,4033.640625
94,44,4650.6767578125
94,46,4735.560546875
63,11,4872.72265625
63,18,6463.4814453125
63,20,5767.177734375
63,33,8111.720703125
63,40,9530.400390625
113,11,4858.3427734375
113,14,5089.8212890625
113,38,8100.6865234375
113,46,8802.60546875
51,12,506.0947265625
51,23,2778.9033203125
51,32,3232.7939453125
51,38,3232.7939453125
51,39,3232.7939453125
64,12,1829.671875
64,16,3429.15234375
64,45,5023.681640625
64,49,7396.6943359375
82,12,7053.0693359375
82,18,8415.6953125
82,29,8570.7470703125
82,47,12323.455078125
86,12,6035.9189453125
86,14,6035.9189453125
86,27,7553.5966796875
86,50,10450.6533203125
106,12,1480.7021484375
106,19,2147.0244140625
106,23,3635.052734375
106,43,5289.4482421875
90,13,2304.89453125
90,19,2971.220703125
90,52,6133.5263671875
61,14,5337.626953125
61,30,8268.8818359375
61,40,9767.1728515625
102,14,2861.392578125
102,29,4379.0703125
102,30,5792.646484375
102,31,5872.2578125
115,14,2739.681640625
115,17,4102.3056640625
115,38,5750.544921875
49,15,506.0947265625
49,21,1172.4169921875
49,51,4501.1826171875
65,15,1829.671875
65,49,7396.6943359375
123,16,2652.841796875
123,30,4120.482421875
123,32,4108.7685546875
68,17,3732.4794921875
68,19,3036.17724609375
68,38,5380.71875
68,43,6178.6005859375
68,52,6198.484375
69,17,3732.4794921875
69,19,3036.17724609375
69,42,6354.470703125
69,49,7936.8779296875
70,18,3949.7001953125
70,23,4741.42578125
70,26,4104.751953125
70,40,7016.619140625
70,42,6571.69140625
70,45,5781.0859375
81,18,291.4892578125
81,20,-404.8173828125
81,21,-404.8173828125
81,33,1409.92431640625
81,47,3669.44140625
118,18,6252.041015625
118,23,7043.765625
118,28,6407.091796875
118,37,7900.279296875
118,44,8517.31640625
52,19,1172.4169921875
52,23,2778.9033203125
52,42,4578.3583984375
52,44,4221.642578125
52,50,5168.5205078125
66,23,4524.205078125
66,33,5380.71875
66,42,6354.470703125
66,49,7936.8779296875
66,52,6198.484375
76,25,5721.533203125
76,44,7164.712890625
76,52,7365.4423828125
95,25,3414.48828125
95,34,4240.6318359375
95,35,4240.6318359375
95,42,5214.3837890625
97,25,5577.04296875
97,36,6403.1865234375
97,44,7020.22265625
53,29,1529.73876953125
53,32,2620.30615234375
53,42,3965.8681640625
53,47,5339.7705078125
105,29,2998.380859375
105,31,4491.56640625
105,34,4491.56640625
47,36,4258.849609375
111,38,8100.6865234375
152,1,1851.61474609375
152,30,5392.0712890625
152,34,5380.357421875
152,37,5380.357421875
155,1,1730.31689453125
155,4,820.58056640625
155,14,2250.306640625
155,28,3871.130859375
162,1,1174.83544921875
162,6,1948.87158203125
162,19,2383.123046875
162,32,4824.876953125
198,1,-1619.81494140625
198,47,3213.5537109375
198,50,2452.4599609375
198,51,1785.1201171875
199,1,4458.9052734375
199,7,7267.990234375
199,23,11508.431640625
199,28,10871.7578125
199,34,11769.2109375
199,35,11769.2109375
199,41,13397.197265625
132,2,735.18896484375
132,9,2084.09423828125
132,31,5235.1142578125
132,41,6863.09765625
136,2,266.17138671875
136,8,2527.7216796875
136,20,2512.8798828125
136,31,4766.09765625
136,49,7322.2568359375
164,2,224.427734375
164,6,2066.4912109375
164,12,1812.4443359375
164,24,4855.0673828125
164,25,4100.3125
164,51,5482.6923828125
175,2,470.5966796875
175,36,5251.84765625
175,52,5873.279296875
183,2,2378.01953125
183,7,4220.083984375
183,9,3676.9775390625
183,19,4717.5185546875
183,24,7071.8427734375
183,33,7476.814453125
183,44,8093.849609375
183,51,8170.6201171875
190,2,2872.8916015625
190,30,8027.6279296875
200,2,-1658.24560546875
200,3,-2369.061279296875
200,4,-1499.95458984375
200,8,896.5126953125
200,30,3952.470703125
200,52,4806.419921875
148,3,-48.52392578125
148,31,5380.357421875
148,40,7008.3408203125
148,41,7008.3408203125
165,3,-486.3857421875
165,17,3197.0458984375
165,18,3197.0458984375
165,19,2500.7431640625
165,36,4942.49609375
165,51,5482.6923828125
178,3,-80.30810546875
178,23,4539.2021484375
178,24,5324.3271484375
178,27,3902.529296875
178,30,5423.4697265625
194,3,-724.3623046875
194,17,3022.2490234375
194,20,2325.9462890625
194,26,3258.47265625
194,27,3258.47265625
194,40,6362.9990234375
125,4,-2664.25341796875
125,13,-1242.15771484375
125,18,120.4697265625
125,28,275.5224609375
125,29,275.5224609375
125,38,1677.38427734375
125,42,2651.1357421875
125,43,2475.265625
125,46,2379.3037109375
125,51,2413.9140625
128,4,-2664.25341796875
138,4,424.46240234375
138,12,1846.55712890625
138,26,3364.2353515625
138,33,4766.09765625
142,4,424.46240234375
142,28,3364.2353515625
142,34,4766.09765625
142,45,4949.244140625
143,4,-95.88818359375
143,11,537.3310546875
143,16,1653.46240234375
143,28,1707.52978515625
143,48,7782.35546875
150,4,820.58056640625
150,30,5392.0712890625
150,42,6354.1083984375
150,50,6587.892578125
158,4,-935.1826171875
158,14,494.54296875
158,29,2115.3671875
158,43,4422.474609375
140,5,683.66455078125
140,22,2662.49609375
140,41,6394.0810546875
140,50,6169.966796875
146,5,2078.08837890625
146,8,4429.8232421875
146,42,8524.732421875
146,51,7580.294921875
160,5,-675.98046875
160,43,4422.474609375
172,5,888.08984375
172,15,2058.61328125
172,16,3544.201171875
172,42,6225.5986328125
177,5,1047.99853515625
177,8,2899.6875
177,44,6028.791015625
177,46,6113.6748046875
180,5,423.380859375
180,7,1847.951171875
180,22,2495.0009765625
180,31,4787.1376953125
180,33,4787.1376953125
166,6,2066.4912109375
166,21,2500.7431640625
166,27,3433.26953125
166,37,4942.49609375
166,41,6570.4794921875
167,6,2066.4912109375
167,16,3298.0322265625
167,26,3433.26953125
167,37,4942.49609375
167,42,5916.2470703125
169,6,2066.4912109375
169,17,3197.0458984375
169,45,5125.6416015625
173,6,2312.66015625
173,22,2959.7109375
173,42,6225.5986328125
173,51,5792.0439453125
129,7,121.4677734375
129,8,548.5859375
129,11,-364.0576171875
129,22,683.35986328125
129,51,3523.4912109375
134,7,2659.318359375
134,11,2173.79345703125
134,12,2405.2724609375
134,19,3071.595703125
134,24,5344.75
134,34,5324.8134765625
134,42,6298.5654296875
192,7,4123.53515625
192,24,6975.29296875
192,39,7380.2646484375
124,8,-347.40234375
124,24,1910.91162109375
124,26,489.1123046875
124,35,1890.97509765625
124,46,2592.8935546875
124,47,4150.4931640625
130,8,4104.8798828125
130,25,5608.4375
130,36,6343.255859375
131,8,4104.8798828125
131,12,3423.712890625
131,17,4786.341796875
144,8,1507.5546875
144,17,1552.47705078125
144,40,4737.375
153,8,2931.4716796875
153,15,2250.306640625
153,22,3088.2197265625
153,32,5380.357421875
153,38,5380.357421875
156,8,2931.4716796875
156,10,1961.2470703125
156,45,5563.5029296875
156,52,6001.7890625
147,9,3954.845703125
147,23,7173.6748046875
147,24,7958.7998046875
147,28,6537.001953125
188,9,494.09423828125
188,17,2230.9365234375
188,22,1684.25048828125
188,33,4293.9296875
188,38,4293.9296875
188,42,5267.6806640625
126,10,-1473.63623046875
127,10,-1473.63623046875
127,29,275.5224609375
127,43,2475.265625
127,45,1860.53125
151,10,1961.2470703125
151,21,2938.603515625
151,26,3871.130859375
151,31,5380.357421875
151,34,5380.357421875
151,43,6178.23828125
168,10,1523.38525390625
171,10,1769.55419921875
171,23,4379.2939453125
171,26,3742.62109375
171,41,6879.8310546875
186,10,2659.1240234375
186,25,5299.2333984375
186,30,6153.130859375
159,11,205.48388671875
159,17,1879.1435546875
159,35,3624.59375
161,12,494.54296875
161,14,494.54296875
161,44,4241.62890625
187,12,2948.18359375
187,30,6153.130859375
191,12,4822.681640625
191,18,6270.4638671875
191,22,5723.77734375
191,25,7173.73046875
191,28,6506.6875
191,46,9035.3759765625
195,12,1574.4677734375
195,31,4735.015625
184,13,1904.1796875
184,22,2805.2763671875
170,15,2505.986328125
170,25,4857.0361328125
170,29,4189.9931640625
170,49,8059.044921875
174,15,2058.61328125
174,26,3742.62109375
174,30,5263.5615234375
174,48,9208.126953125
189,15,-1315.904296875
189,39,2194.8720703125
189,41,3822.85546875
189,42,3168.623046875
157,16,3735.8935546875
157,22,3088.2197265625
157,44,5997.392578125
157,50,6587.892578125
157,52,6001.7890625
181,16,3079.4912109375
181,37,4787.1376953125
181,39,4787.1376953125
181,43,5585.0185546875
133,19,3071.595703125
133,23,4559.625
133,29,3922.951171875
145,19,5109.228515625
145,30,7562.6953125
145,45,7734.126953125
149,19,2938.603515625
149,33,5380.357421875
149,45,5563.5029296875
149,46,6082.2763671875
141,20,2512.8798828125
141,30,4777.8115234375
141,45,4949.244140625
135,22,3221.2119140625
135,33,5324.8134765625
163,22,2650.359375
163,36,4942.49609375
179,22,1631.30810546875
179,31,3923.4443359375
179,39,3923.4443359375
179,44,4540.4794921875
179,46,4625.36328125
176,23,4379.2939453125
176,25,4409.6640625
176,52,5873.279296875
197,24,5771.5400390625
197,39,5826.28515625
154,26,3871.130859375
154,30,5392.0712890625
154,35,5380.357421875
154,37,5380.357421875
154,50,6587.892578125
182,27,4063.6396484375
182,29,4063.6396484375
182,33,5890.4091796875
193,39,4507.7626953125
193,43,5305.6435546875
193,48,8683.375
193,49,7240.5302734375
193,51,5420.9013671875
139,40,6394.0810546875
139,48,8918.7109375
139,50,6169.966796875
137,42,5739.849609375
185,46,5107.5478515625
185,49,6919.0634765625
